label,youtube_id,time_start,time_end,split,is_cc
folding paper,e70KjFmRSCY,55,65,train,0
folding paper,eaRkEkSdY-M,121,131,train,0
folding paper,EbOmJzVCaTU,689,699,train,0
folding paper,EEWVT4gWJpM,146,156,train,0
folding paper,Efpkq_IBz0Q,47,57,train,0
folding paper,eI3wLwQLGFs,772,782,train,0
folding paper,EKjlVC55djg,15,25,train,0
folding paper,EKRdF25-kEc,46,56,train,0
folding paper,eL5aTKztnaI,152,162,train,0
folding paper,EM3Jzk44NrI,54,64,train,0
folding paper,EO00o7iR07E,111,121,train,0
folding paper,ePdOMWLF_oA,53,63,train,0
folding paper,eQ_PdOcrhXU,79,89,train,0
folding paper,ewUgzhO-SLw,81,91,train,0
folding paper,EycDbIY6DJM,27,37,train,0
folding paper,E_820q8jDPU,91,101,train,0
folding paper,f0vvnpWCbeo,1,11,train,0
folding paper,F3mXwM9N9bU,19,29,train,0
folding paper,Fa9_YKfSdNg,868,878,train,1
folding paper,fb9jRt8PySc,121,131,train,0
folding paper,fD7e6R4sKBQ,2,12,train,0
folding paper,FgBxjHE5q6Q,128,138,train,0
folding paper,FHT83Bu8Y_o,708,718,train,0
folding paper,fhvTo9QKIo4,55,65,train,0
folding paper,FjoogezeRGg,246,256,train,0
folding paper,fKaCm8ovRR8,315,325,train,0
folding paper,flVDSATu0LE,39,49,train,0
folding paper,fr2gP3ckAUM,103,113,train,0
folding paper,FRaJoPlHa8Y,0,10,train,0
folding paper,fZQDSVIBDrY,31,41,train,0
folding paper,GjCEUoWHpKo,453,463,train,0
folding paper,gLLzEsgrHQk,266,276,train,0
folding paper,GM0uCb3u9l0,91,101,train,0
folding paper,gMT3bTHQ1Bs,49,59,train,0
folding paper,GQhaqC3iis4,2,12,train,0
folding paper,h-ErjTtv8ss,35,45,train,0
folding paper,H1TuZmTgrqQ,74,84,train,0
folding paper,h1vRos54puQ,4,14,train,0
folding paper,H6o7d143Mpo,3,13,train,0
folding paper,h7WV0IXctJg,111,121,train,0
folding paper,hAISJkMOEvg,102,112,train,0
folding paper,HBeunQJvvJo,356,366,train,0
folding paper,Hca7NGv0Jik,14,24,train,0
folding paper,HCL_TMt3lmw,38,48,train,0
folding paper,HhrHswxFCRc,55,65,train,0
folding paper,Ho97Mq5wlYA,186,196,train,0
folding paper,Hp_cn8xoPgg,139,149,train,0
folding paper,HS-17zki1i0,897,907,train,0
folding paper,HVV0BbuojAQ,49,59,train,0
folding paper,HVXQKxuRSAg,64,74,train,0
folding paper,hy58BtwLQZs,40,50,train,0
folding paper,I-wsywY5-bU,234,244,train,0
folding paper,i14QuN6m59I,78,88,train,0
folding paper,I8qg-ab45VQ,173,183,train,0
folding paper,IdH_eUHgyMY,30,40,train,0
folding paper,IJT8RSZ3-qU,168,178,train,0
folding paper,ILxYk_5J8H8,344,354,train,0
folding paper,ImCVlYZVtWE,26,36,train,0
folding paper,Irmdlk8x3Is,166,176,train,0
folding paper,ITYbh6pJFDw,259,269,train,0
folding paper,IuAh9q6wp5k,393,403,train,0
folding paper,IYEyZa0GInk,51,61,train,0
folding paper,J0NzZlnyrJw,36,46,train,0
folding paper,j5RSlSsnQZ4,109,119,train,0
folding paper,jD3l13WBmZo,829,839,train,0
folding paper,JEi2Qtewkos,74,84,train,0
folding paper,JHnefWGxgmI,244,254,train,0
folding paper,JHXaOIHDKeU,6,16,train,0
folding paper,jI2wUGSxXI0,42,52,train,0
folding paper,JLgeLLj2trE,16,26,train,0
folding paper,jTyHnzr8pOk,473,483,train,0
folding paper,k-ErXa1pqJY,111,121,train,0
folding paper,k0pfqUPH1AU,480,490,train,0
folding paper,K1pADJ5UNiM,130,140,train,0
folding paper,k4oqKQRq3JY,43,53,train,0
folding paper,k8Wr_T7cBYI,58,68,train,0
folding paper,kFhyeZyOxIo,43,53,train,0
folding paper,KJoxygByb0E,20,30,train,0
folding paper,kN0SkvLxz6Y,6,16,train,0
folding paper,KPCvBq1OXk8,8,18,train,1
folding paper,KU1WxK-DP4E,228,238,train,0
folding paper,kUR7-4iMgtc,491,501,train,0
folding paper,Kx1OpocB1Ls,26,36,train,0
folding paper,KZ5xBP7Itsw,33,43,train,0
folding paper,kZAULwlGxVo,33,43,train,0
folding paper,L2vKVYnWgu0,1337,1347,train,0
folding paper,LfHS9ipIJYA,0,10,train,0
folding paper,LOrR1OJMVYo,66,76,train,0
folding paper,Lrl25VEPyd4,85,95,train,0
folding paper,LrUlVxFC_XA,20,30,train,0
folding paper,lSBl1nToEeg,966,976,train,0
folding paper,LSqNlQb5OVA,11,21,train,0
folding paper,luT0ospCyK0,61,71,train,0
folding paper,LVRD4tuRUdY,18,28,train,0
folding paper,LwD6aH0QS-M,196,206,train,0
folding paper,LyV4uc29cJk,115,125,train,0
folding paper,L_2kBW2CUu8,3,13,train,0
folding paper,L_4bPN361UQ,4,14,train,0
folding paper,m-XIgxv0418,46,56,train,0
folding paper,m6eTVTV549Y,110,120,train,0
folding paper,m6HeAiF7Z_o,89,99,train,0
folding paper,mAIv38UjyoU,40,50,train,0
folding paper,mLJimLx1Cog,129,139,train,0
folding paper,mmiwMk9tt-c,241,251,train,0
folding paper,MN47CIbbb-8,4,14,train,0
folding paper,mo-8QoucQ-E,23,33,train,0
folding paper,mp-nXWLEveQ,38,48,train,0
folding paper,MP4cuEZTNI8,11,21,train,0
folding paper,MsF-JMTq-kw,74,84,train,0
folding paper,mUtF8UK0Gy8,16,26,train,0
folding paper,M_47O8S3UP0,22,32,train,0
folding paper,m_i54zIuvJM,367,377,train,0
folding paper,N-HU2WmraDU,32,42,train,0
folding paper,n6i6RI--W1Q,1,11,train,0
folding paper,n9O8yWoUUMo,70,80,train,0
folding paper,na7ItLVG5kw,28,38,train,0
folding paper,Nao4L9GuHa0,35,45,train,0
folding paper,Nb9tTv4hHiE,87,97,train,0
folding paper,NDIqApixowQ,41,51,train,0
folding paper,nGKaK-TDTU8,419,429,train,0
folding paper,nJBCBNId9Js,87,97,train,0
folding paper,NJBgQikHHSM,108,118,train,0
folding paper,nKgnACeYbFU,24,34,train,0
folding paper,Nqw5ejGQ0pU,37,47,train,0
folding paper,NT_qvajlN3w,886,896,train,0
folding paper,nYSWqBvx4jU,7,17,train,0
folding paper,n_RcVJugfNA,896,906,train,0
folding paper,o8PM5Y3Q9us,23,33,train,0
folding paper,oAffS4M9UoE,123,133,train,0
folding paper,ObIkb6WtlhI,270,280,train,0
folding paper,ogyqIpvkJm8,285,295,train,0
folding paper,olg7wRuZtBk,3,13,train,0
folding paper,oMfMlH65Kjc,70,80,train,0
folding paper,OOB2RVZueKM,0,10,train,0
folding paper,oP4jFMZCxLw,316,326,train,0
folding paper,ordKzYTzSgY,19,29,train,0
folding paper,OvD-DpsjU4g,444,454,train,0
folding paper,OyKeEaJV1aw,343,353,train,1
folding paper,OYoePQhZtZQ,77,87,train,0
folding paper,oZEAfEeCm9E,126,136,train,0
folding paper,oZKollta8dw,20,30,train,0
folding paper,PAzfcV_gtck,2997,3007,train,0
folding paper,PC_UffkT438,1205,1215,train,0
folding paper,pEuQJvOGAgo,73,83,train,0
folding paper,PfofO9WoLME,25,35,train,0
folding paper,Phby71DH6hE,41,51,train,0
folding paper,PjOTPvBBMb4,75,85,train,0
folding paper,PLkyWHejcbE,1068,1078,train,0
folding paper,PLMdA55DEuY,188,198,train,0
folding paper,pLTr_syNlyE,15,25,train,0
folding paper,pMkSDNN8uYU,98,108,train,0
folding paper,pn-dchRL3RQ,4,14,train,0
folding paper,Pt_hswPfvus,2,12,train,0
folding paper,pum85slwF5g,148,158,train,0
folding paper,pUs5ju6R5s8,75,85,train,0
folding paper,pyfO7Q5eBOs,85,95,train,0
folding paper,pyFQIdchpKs,14,24,train,0
folding paper,pyiac-7j1VA,26,36,train,0
folding paper,pZZb801KA8E,28,38,train,0
folding paper,Q1ehdB-NNkM,164,174,train,0
folding paper,q1zAwHIXoYI,10,20,train,0
folding paper,Q2HSFjHuN0Q,51,61,train,1
folding paper,q3DYSEM9GSs,12,22,train,0
folding paper,q5397y7ZjcE,2,12,train,0
folding paper,qeDNyqED13k,160,170,train,0
folding paper,qJdiTa5qTec,19,29,train,0
folding paper,QOOSRFUPnnY,20,30,train,0
folding paper,qp7bxq2n_tk,29,39,train,0
folding paper,qqO8y-usGDI,28,38,train,0
folding paper,qqR-bxNKX3k,230,240,train,0
folding paper,qSgSGi44KTs,41,51,train,0
folding paper,QSPutGilNQk,81,91,train,0
folding paper,R-eum2COBn4,2,12,train,0
folding paper,R10uKbIdkmE,36,46,train,0
folding paper,r1NzYDVSqzQ,6,16,train,0
folding paper,R5ZsWbQuANU,44,54,train,0
folding paper,R9GpftmOjPg,73,83,train,0
folding paper,Rm1kCNTbuWE,54,64,train,0
folding paper,RMqca3cmOZo,71,81,train,0
folding paper,ROQkdybymS8,197,207,train,0
folding paper,RoRm5cDpnnI,31,41,train,0
folding paper,rQPisqAgWzw,312,322,train,0
folding paper,rrNVZJtGXnQ,46,56,train,0
folding paper,RViUEzsOLkQ,27,37,train,0
folding paper,ryfQIwPm6mQ,410,420,train,0
folding paper,S2poCxM1kiI,577,587,train,0
folding paper,sAPUYeTBpdw,141,151,train,1
folding paper,sBl7xXkGMu8,56,66,train,0
folding paper,sczCPH6JiHw,266,276,train,0
folding paper,seaoQ7aortc,139,149,train,0
folding paper,SETCRbdJWeg,18,28,train,0
folding paper,SHmRUp88Plw,180,190,train,0
folding paper,Sj47dT-dMyo,0,10,train,0
folding paper,slWTmJAlzc0,145,155,train,0
folding paper,SruMyFQwNg4,97,107,train,0
folding paper,SvhfyIfSioA,17,27,train,0
folding paper,t2TyVmO6c34,274,284,train,0
folding paper,t3Ebcen9vhY,63,73,train,0
folding paper,TBxPes4Z-o4,1797,1807,train,0
folding paper,tfa5UgVgF5s,427,437,train,0
folding paper,tM7H1Fr4lhc,30,40,train,0
folding paper,TmF7djmlQJs,47,57,train,0
folding paper,TmiBvtMHEpo,235,245,train,0
folding paper,TMXSmrC6PUc,0,10,train,0
folding paper,TtntkX4WQbo,4,14,train,0
folding paper,tXJVtg8HGKM,163,173,train,0
folding paper,TxLvox13bAA,249,259,train,0
folding paper,TXUHaGeES78,155,165,train,0
folding paper,U0RfesbAfXw,131,141,train,0
folding paper,u2Sl7kMi3mg,27,37,train,0
folding paper,UFYBmdTy3h4,31,41,train,0
folding paper,uHtO3mZ6qdw,125,135,train,0
folding paper,UiTvpd4Ng3U,29,39,train,0
folding paper,uRd3v0bMux4,2,12,train,0
folding paper,UsNes9lZPzA,11,21,train,0
folding paper,uUjxZilR3-w,104,114,train,0
folding paper,v4QfroT6JnY,15,25,train,0
folding paper,VKeV6YyZya0,67,77,train,0
folding paper,VLLnWFbodHw,140,150,train,0
folding paper,vMKjcPauuFU,41,51,train,0
folding paper,vO62HAMGWLw,845,855,train,0
folding paper,vOjjcBMKeRs,17,27,train,0
folding paper,vuLDQUfhCwM,127,137,train,0
folding paper,vY46tqAhsMY,18,28,train,0
folding paper,V_b4Z0m-2Ec,41,51,train,0
folding paper,W0T58t704z8,36,46,train,0
folding paper,W9LckHfBwlc,42,52,train,0
folding paper,wBmr3x4a690,84,94,train,0
folding paper,WIwEVKzKyVE,768,778,train,0
folding paper,WJ4133TxTiM,39,49,train,0
folding paper,WobQkaxWsgI,140,150,train,0
folding paper,WSV4Xg-WuKI,85,95,train,0
folding paper,wTVQZs0F2hQ,33,43,train,0
folding paper,WUC1P6Q-450,36,46,train,0
folding paper,wUgC1xe7jZE,2,12,train,0
folding paper,WuUIOba9Px8,7,17,train,0
folding paper,Wuy4p_0NMWE,1,11,train,0
folding paper,WVLjmDZrS-E,69,79,train,0
folding paper,wwfiHvGKJDw,254,264,train,0
folding paper,WWgtbEdh3CY,6,16,train,0
folding paper,wXhOwZsp3rc,136,146,train,0
folding paper,x1d4ihaq-Uc,14,24,train,0
folding paper,x9aSJA-Jslo,58,68,train,0
folding paper,XbICg1x1cLk,47,57,train,0
folding paper,XckTeqcl5iE,40,50,train,0
folding paper,xiS7tiRw5ug,1,11,train,0
folding paper,Xizids8Jkhw,6,16,train,0
folding paper,xj4GROp8GOI,42,52,train,0
folding paper,XkkXmZJu6aU,601,611,train,0
folding paper,xnjPU4VJ31A,103,113,train,0
folding paper,Xo35y4GebL4,322,332,train,0
folding paper,xqE_tRMQzCc,155,165,train,0
folding paper,xzj46d4yP-8,85,95,train,0
folding paper,YEC9Vsg9yug,22,32,train,0
folding paper,yEeJU8abOwE,254,264,train,0
folding paper,YfFSk0Jgkik,20,30,train,0
folding paper,ykmTxRpRRCw,136,146,train,0
folding paper,YMuaC_RcAYo,10,20,train,0
folding paper,yOB4zbjgBmM,102,112,train,0
folding paper,YRefZ9U24jI,2,12,train,0
folding paper,YS7amPn7Pv4,165,175,train,0
folding paper,yW5bQWBTiQE,63,73,train,0
folding paper,yWHjZ-_okjg,419,429,train,0
folding paper,yYpQTR0-S3A,259,269,train,0
folding paper,YY_Olz4Mqlc,137,147,train,0
folding paper,z0DddwnFLZc,92,102,train,0
folding paper,z6PGg9CCkUk,91,101,train,0
folding paper,z6svC5Ag4Ng,103,113,train,0
folding paper,Z6Tp0G5CkBQ,20,30,train,0
folding paper,Z7vJ-GvBbHo,143,153,train,0
folding paper,zBBz-X52Pbg,73,83,train,0
folding paper,zbCurkZE3fU,142,152,train,0
folding paper,ZEmJjHFipvo,83,93,train,0
folding paper,ZOFMCP4n6Ic,38,48,train,0
folding paper,zq00ibR9B94,12,22,train,0
folding paper,ZVCcthHmnY0,398,408,train,0
folding paper,ZwMtsukFYnk,25,35,train,0
folding paper,ZYYn0f6Chkk,34,44,train,0
folding paper,Z_EQU7M_Wf8,12,22,train,0
folding paper,_aEdvCaEj7I,39,49,train,0
folding paper,_n51w7gFyDU,2,12,train,0
folding paper,_O3iwUEWjT4,8,18,train,0
folding paper,_PCa2yxWDgw,218,228,train,0
folding paper,_xypqYV9AJ4,54,64,train,0
folding paper,_ZX563Q7G0I,94,104,train,0
front raises,-6ePGACa28k,3,13,train,0
front raises,-6vMUadPeCI,0,10,train,0
front raises,-ACVCaxqWYo,0,10,train,0
front raises,-cxWItf9cdk,46,56,train,0
front raises,-LUJwEnOPCw,0,10,train,0
front raises,-t-1_HeQD_o,43,53,train,0
front raises,-zIShlE3yv8,0,10,train,0
front raises,0Biseqn4Hyw,47,57,train,0
front raises,0cyZuKaiFho,4,14,train,0
front raises,0hhwLMwIwWk,2,12,train,0
front raises,0L8qfMUTRVQ,2,12,train,0
front raises,0LiWohu1ofM,5,15,train,0
front raises,0L_C0z8r4ZU,1,11,train,0
front raises,0vS987B6gnE,0,10,train,0
front raises,0VshelcuIog,1,11,train,0
front raises,0wHfDUOATc4,34,44,train,0
front raises,0_b43RbenY8,31,41,train,0
front raises,0_EeIVIi5vU,12,22,train,0
front raises,12AK_wSC3KM,12,22,train,0
front raises,13ElYaE3Qwo,0,10,train,0
front raises,1H8dMdL-0Cg,12,22,train,0
front raises,1ktDg1i4xk0,15,25,train,0
front raises,1oUL4kVfLUo,3,13,train,0
front raises,1pl_zkuF-0c,83,93,train,0
front raises,1r-kCQoi50A,0,10,train,0
front raises,29yNWVTiW6Q,3,13,train,0
front raises,2SlOLS4xYkQ,44,54,train,0
front raises,2ygcHDduLTw,14,24,train,0
front raises,34uuuzK-Yfg,49,59,train,0
front raises,367Q_M3xns8,2,12,train,0
front raises,38ruMcwIEyQ,10,20,train,0
front raises,3A5mnwsc3mo,1,11,train,0
front raises,3kW8QWbtvL4,4,14,train,0
front raises,3oMb2AD5dO0,0,10,train,0
front raises,3z5-DFdADBE,2,12,train,0
front raises,4atNMhSW7Ng,7,17,train,0
front raises,4b506ynWgKE,0,10,train,0
front raises,4zuH_k1yvbQ,54,64,train,0
front raises,4_TeMMQ6_eM,2,12,train,0
front raises,542Oi0Vrvow,1,11,train,0
front raises,5M1oTjKCP4c,37,47,train,0
front raises,5WCeC4fLLrw,5,15,train,0
front raises,6p745IOC3YM,0,10,train,0
front raises,6Q00f85GXFA,76,86,train,0
front raises,6yX2S3hCd6Q,0,10,train,0
front raises,78pMaDcT7B0,105,115,train,0
front raises,7A1F45ZvKLE,3,13,train,0
front raises,7GrZICWr0aw,36,46,train,0
front raises,7lSiaMK-7gs,24,34,train,0
front raises,7LysFy76p74,2,12,train,0
front raises,7Sem5w-hucQ,30,40,train,0
front raises,7sTIRrKR5ak,11,21,train,0
front raises,7Sv2bt3n_lA,0,10,train,0
front raises,7vQQvvcJRsg,10,20,train,0
front raises,7_3hBbs3dfw,2,12,train,0
front raises,8--hBye-t6I,2,12,train,0
front raises,85kOYv7_UxU,3,13,train,0
front raises,8br5MfW4Emg,2,12,train,0
front raises,8CK8gf6yOZA,39,49,train,0
front raises,8eL3AeC9x0o,1,11,train,0
front raises,8fRU0BGGBv0,4,14,train,0
front raises,8ge4em4nXlk,63,73,train,0
front raises,8GqLbasHeGw,3,13,train,0
front raises,8lcqDAk7C2w,3,13,train,0
front raises,8LQjeNL2-dA,1,11,train,0
front raises,8QHvzGChVy0,3,13,train,0
front raises,8QIkR-MuEJ8,2,12,train,0
front raises,9-NVUDMtrMw,0,10,train,0
front raises,9B00RP2kEPA,8,18,train,0
front raises,9qqzdztD0VM,16,26,train,0
front raises,9SN2nJJNrjQ,19,29,train,0
front raises,akRJev_Ol2w,3,13,train,0
front raises,aPKC0chrIv0,19,29,train,0
front raises,AqybQpfIQNk,3,13,train,0
front raises,arap-swJnTQ,0,10,train,0
front raises,ATa4wq75zk8,2,12,train,0
front raises,AvG-LHrT5kU,0,10,train,0
front raises,azvytaCh_K4,19,29,train,0
front raises,a_jg5jREPZI,37,47,train,0
front raises,B76yovsQ_Lg,0,10,train,0
front raises,B7cPfdAf_bE,19,29,train,0
front raises,BbbrgwhTNG4,12,22,train,0
front raises,bCSELncH8ck,0,10,train,0
front raises,bDsVfOJ28_w,2,12,train,0
front raises,BfAw_XEhGnE,2,12,train,0
front raises,Bhfseg5z5uU,2,12,train,0
front raises,bhjtEvQ_PP8,2,12,train,0
front raises,BLKcgrasAFo,81,91,train,0
front raises,bPIPkbDiVE0,6,16,train,0
front raises,BqUnXe84ttw,5,15,train,0
front raises,bRYkhg1jz3M,1,11,train,0
front raises,BtETt9ndXaI,9,19,train,0
front raises,Byv-X565ifQ,47,57,train,0
front raises,c19gQu9OQbk,1,11,train,0
front raises,Cc2iMbP1Kds,0,10,train,0
front raises,Cey-MizrTqg,0,10,train,0
front raises,cNRqPD1hXZ4,29,39,train,0
front raises,CrgiAq16bic,0,10,train,0
front raises,Cs-N832f0gI,3,13,train,0
front raises,Cs-RdRDR6ag,10,20,train,0
front raises,Cwvm5wVg6Gw,1,11,train,0
front raises,D7C85qKg_Gk,18,28,train,0
front raises,d7O4TfwU5hQ,14,24,train,0
front raises,dcJTX51TJng,9,19,train,0
front raises,dcn8eq_dHDc,8,18,train,0
front raises,DDJNaa0cfFI,12,22,train,0
front raises,DfawoubB5R4,1,11,train,0
front raises,DFiQ7aCHQec,7,17,train,0
front raises,DOzQK8YXW9c,2,12,train,0
front raises,Dr7KURCN_Yw,2,12,train,0
front raises,dSUqi2thxAE,1,11,train,0
front raises,dUN2C_fQR4A,0,10,train,0
front raises,e5lm98YmXLU,0,10,train,0
front raises,eAh1Gf3u3Lk,11,21,train,0
front raises,EhAak5WO5gU,2,12,train,0
front raises,EMm7fbm9nus,1,11,train,0
front raises,EpJCgC_R4Vs,0,10,train,0
front raises,EvYK2eA7xVw,5,15,train,0
front raises,e_gMyv81nIs,4,14,train,0
front raises,F057BPL5-jU,0,10,train,0
front raises,faUPhk5REXw,4,14,train,0
front raises,fdCKmt7KGd4,2,12,train,0
front raises,fEYwn8QMPzw,55,65,train,0
front raises,fFCbUAZz3oc,7,17,train,0
front raises,Fgdg9nPIqTk,4,14,train,0
front raises,FQG7XicPl3U,14,24,train,0
front raises,fZrwazqph2g,4,14,train,0
front raises,G-u8ENMZjAk,4,14,train,0
front raises,G5caO8laUEA,8,18,train,0
front raises,GbfAjf0Coo4,5,15,train,0
front raises,GcWgWifEdyg,88,98,train,0
front raises,Gfuof8bAivc,16,26,train,0
front raises,GK9bXedwLa4,5,15,train,0
front raises,GMbQA-37MoY,44,54,train,0
front raises,gmZOTCJiT3c,0,10,train,0
front raises,gSFu0WSuvc4,3,13,train,0
front raises,GTgn--ME6BY,24,34,train,0
front raises,guFstubkpLo,4,14,train,0
front raises,GYkVPq8ESlY,2,12,train,0
front raises,H-YeNTtWSpA,4,14,train,0
front raises,h0248_tmTag,0,10,train,0
front raises,H0O4HNvtB70,17,27,train,0
front raises,hAw5HMmxi3s,4,14,train,0
front raises,hBq3ObGmxKE,29,39,train,0
front raises,HcXa4jmvWvQ,22,32,train,0
front raises,HDjII6cSDDs,0,10,train,0
front raises,hg9khE66RJU,453,463,train,0
front raises,hgR0eP0--XE,0,10,train,0
front raises,Hh9gMw20Ah0,8,18,train,0
front raises,HhJGKK-X1uY,10,20,train,0
front raises,HIt1RcdVapg,5,15,train,0
front raises,hLElFCtSP_E,7,17,train,0
front raises,HNMyA6QvogI,0,10,train,1
front raises,HQyIPAJLqlc,7,17,train,0
front raises,huvKYzao90U,4,14,train,0
front raises,hV1eOTkZVD8,2,12,train,0
front raises,HW4SGIDXplk,103,113,train,0
front raises,HZNs_FOXF14,2,12,train,0
front raises,i-IELiVxbZo,3,13,train,0
front raises,i-WY9TsCo0g,13,23,train,0
front raises,I1luSUsZZWI,74,84,train,0
front raises,I2iyBh7nCkI,5,15,train,0
front raises,I7it4F1nhXM,38,48,train,0
front raises,IbLEeOSvv9A,1,11,train,0
front raises,iFTLFlUlV6I,0,10,train,0
front raises,IHYjBTQPH0o,12,22,train,0
front raises,ij8o9QignxY,6,16,train,0
front raises,ijP6RY9ST3U,12,22,train,0
front raises,IkDobP0dyNY,0,10,train,0
front raises,iL2YEipjE6Y,0,10,train,0
front raises,iN3mpRtnk9g,0,10,train,0
front raises,iOqMkOeSoWE,1,11,train,0
front raises,IU2pUIO3kqQ,0,10,train,0
front raises,Ix5p_7k676k,2,12,train,0
front raises,IXomc6X0Fx4,4,14,train,0
front raises,JB1qox7U2Zw,0,10,train,0
front raises,JhoPVQlJhlU,0,10,train,0
front raises,Jk8GZkzoa9Q,19,29,train,0
front raises,JKVe2qZPyiE,2,12,train,0
front raises,JQBT1jBkoyQ,19,29,train,0
front raises,JvkXKD4b4TQ,4,14,train,0
front raises,JWPJRoehLxg,43,53,train,0
front raises,jWpxNGq0UdI,11,21,train,0
front raises,K1LFtgTOn-g,10,20,train,0
front raises,K4xBh3Em-4U,16,26,train,0
front raises,KbCETK2h2Ys,0,10,train,0
front raises,kIncte1-xOw,10,20,train,0
front raises,kJrMTWEfL04,9,19,train,0
front raises,knAW9k56QYQ,2,12,train,0
front raises,ko0MVwXSz_k,36,46,train,0
front raises,ktYWk9TuvtI,4,14,train,0
front raises,kuXm7ele8ZY,3,13,train,0
front raises,kvc9efaVrVU,21,31,train,0
front raises,KVJH3ZEPzZw,13,23,train,0
front raises,KYM-Oax0CO8,4,14,train,0
front raises,KZJT5Ld_gbU,3,13,train,0
front raises,L21gCms-JYw,3,13,train,0
front raises,l4pSsQq8IdE,4,14,train,0
front raises,L540fzEmbuY,7,17,train,0
front raises,L5kwmaTu0u0,0,10,train,0
front raises,LiwXnb8WYIo,2,12,train,0
front raises,LLkd8ENIIXI,2,12,train,0
front raises,LMlrss6eVuo,10,20,train,0
front raises,ltRIt8IZJNc,1,11,train,0
front raises,lW96PNG_LU8,2,12,train,0
front raises,lWJ-xArazzc,2,12,train,0
front raises,lXa3BVQ1MCQ,1,11,train,0
front raises,LXaFUJjr5BM,142,152,train,0
front raises,LyXOezcrpGM,6,16,train,0
front raises,LyXQM_pIf2Q,1,11,train,0
front raises,M3pT8fxlxKw,5,15,train,0
front raises,M5OySUgKEbg,2,12,train,0
front raises,MDxDjb8nSRU,35,45,train,0
front raises,MfbcBIBc-cA,84,94,train,0
front raises,MGET6w55plg,10,20,train,0
front raises,mJ8KqzGWxJQ,0,10,train,0
front raises,MKni-WE_EJA,10,20,train,0
front raises,mmga0hIyBpo,2,12,train,0
front raises,mMHdp1y8QZ0,4,14,train,0
front raises,MmOMqm1LMP4,63,73,train,0
front raises,MokpXaN7_kY,34,44,train,0
front raises,MQ8inujgTR0,11,21,train,0
front raises,mqh6RzmGEXw,2,12,train,0
front raises,MqiqfTe_zig,9,19,train,0
front raises,MR4QbGuJ9Rc,3,13,train,0
front raises,MvdkED_C6v8,3,13,train,0
front raises,mvgjUq_SwVc,3,13,train,0
front raises,MwDu4zKXzjk,6,16,train,0
front raises,N-USKDvxh-Q,13,23,train,0
front raises,N0UnLLwvfxk,3,13,train,0
front raises,N2_phxLXak0,4,14,train,0
front raises,N61s5JuPPfE,47,57,train,0
front raises,NA8G0-YXX1w,95,105,train,0
front raises,ne5w36rxbQY,13,23,train,0
front raises,NeW2biwVBEM,1,11,train,0
front raises,NGzAd-eEo1w,8,18,train,0
front raises,NnIqtIbs6ik,4,14,train,0
front raises,nPVighmyd78,13,23,train,0
front raises,NPxqid6pbXg,2,12,train,0
front raises,nTi6Els5h9c,2,12,train,0
front raises,nU1J46iBWkc,2,12,train,0
front raises,O2yGGRuKXto,5,15,train,0
front raises,o3VfQ2mi5mY,5,15,train,0
front raises,oHkc5F4vah4,0,10,train,0
front raises,olGMSAowyrA,26,36,train,0
front raises,OmqTmR8AGBk,13,23,train,0
front raises,OMSC2xn70yc,0,10,train,0
front raises,oPndW1FVza4,3,13,train,0
front raises,oUXRFXuyVCw,19,29,train,0
front raises,OWDl4JG_h80,29,39,train,0
front raises,oWGXMC0p4T0,0,10,train,0
front raises,P0HrLL3gal0,3,13,train,0
front raises,PaQO03XmMzM,4,14,train,0
front raises,pDO91T2k7Qc,3,13,train,0
front raises,PhCf-Fnr09c,3,13,train,0
front raises,pjufNsBxNSM,55,65,train,0
front raises,pjZBGPK4bbM,77,87,train,0
front raises,PL22kcCUa00,5,15,train,0
front raises,pnFhdEkGOME,26,36,train,0
front raises,pqePJbwZDKs,5,15,train,0
front raises,PTJxCuQlN-o,0,10,train,0
front raises,Q74QJVsa3sY,7,17,train,0
front raises,QafeZ9Pt8yI,16,26,train,0
front raises,qaGSAXnUuUs,25,35,train,0
front raises,QAVVfZZveHI,23,33,train,0
front raises,QeldHqaX8UU,6,16,train,0
front raises,qH4C8ebyJXc,2,12,train,0
front raises,qmq7bQx6plY,3,13,train,0
front raises,QnGBufZF3XE,1,11,train,0
front raises,qYDahUZhGfA,0,10,train,0
front raises,r2LoOLgTcPo,2,12,train,0
front raises,R3ohlnzL8AE,9,19,train,0
front raises,Rg4l8VFDdGA,2,12,train,0
front raises,rjCylNYkWFw,1,11,train,0
front raises,Rk-eYHi6D2k,3,13,train,0
front raises,rkTF7c5yscs,0,10,train,0
front raises,RM7rdT7kvX4,34,44,train,0
front raises,RotQWqd3jrA,9,19,train,0
front raises,rPROx2MBNZY,5,15,train,0
front raises,Rssyj8VuWAg,52,62,train,0
front raises,RtE_yOAbElE,21,31,train,0
front raises,RyuxZ_FMPKk,1,11,train,0
front raises,Rzq2DK7e2WA,0,10,train,0
front raises,r_4VmV7vKzY,139,149,train,0
front raises,s08fgRzYjac,21,31,train,0
front raises,S209M6uScnE,29,39,train,0
front raises,sdGGbMZ_skw,18,28,train,0
front raises,sDhhUIL5P_4,1,11,train,0
front raises,SFh3f8c8a4Q,23,33,train,0
front raises,sgJhxE407GM,1,11,train,0
front raises,SiEHUjSs0tY,7,17,train,0
front raises,sKIVbQaDo8w,7,17,train,0
front raises,SL9xrZd2FWY,2,12,train,0
front raises,Sm5n4hUCWfI,101,111,train,0
